"11543","End","www.endcorp.wix.com","6496-5541","","","","","","","",""
"11555","Radisson Colon 2000 Hotel & Casino","www.radisson.com","446-2000","","","","","","","",""
"11567","Hilti Center","www.hilti.cl","(600) 655-3000","","","","","","","",""
"11589","Joyería Venetto","","","","","","","","","",""
"11611","Constructora Nova","","226-4500","","","","226-2380","","","",""
"11629","Energyst Rental Solutions Panama Corp.","www.energyst.com","398-5272","info.pa@energyst.com","","","","","","",""
"11644","Universidad Tecnológica de Panamá | UTP","www.utp.ac.pa","560-3000","","","","","","","",""
"11704","Grupo Provivienda","www.gprovivienda.com","304-9800","infoventas@gprovivienda.com","","","","","","",""
"11734","Nacional de Seguros","www.nacionaldeseguros.com.pa","297-5900","","","","","","","",""
"11775","Instituto de Investigación Agropecuaria - IDIAP","www.idiap.gob.pa","500-0519 / 0520 / 0521","","","","","","","",""
"11840","Gambas Food","","","","","","","","","",""
"11952","Clinica Hospital San Fernando","www.hospitalsanfernando.com","305-6300","ccarcelen@hospitalsanfernando.com","","","305-6378","","","",""
"12035","Joyería Económica","","6153-7743","edwsaenz@yahoo.com","","","","","","",""
"12124","Multiservicios Alta","","264-3424","","","","","","","",""
"12144","Club Unión","www.club-union.com","263-5233","","","","269-3446","","","",""
"12214","Aval","","393-5450","","","","393-5459","","","",""
"12221","Altaterra","www.altaterra.com.pa","393-5450","","","","","","","",""
"12297","Hotel El Palmar","","264-4367","nfo@decuriagroup.com","","","","","","",""
"12303","Inversiones Madison","","217-3444","info@invmadison.com","","","","","","",""
"12312","Residencia Ricardo Alberto Arias","","","","","","","","","",""
"12375","Residencia Kelly Sun","","6998-8188","","","","","","","",""
"12448","Instituto Justo Arosemena - IJA","www.ija.edu.pa","282-1600","info@ija.edu.pa","","","226-2026","","","",""
"12499","Tetra Pak","","304-0901","humberto.perez@tetrapak.com","","","","","","",""
"12521","MINISTERIO DE GOBIERNO","","512-2089","vcastillo@mingob.gob.pa","","","","","","",""
"12547","Centro Comercial 24 de Diciembre","www.grupolaonda.com","208-2710 / 260-5815","","","","","","","",""
"12555","Banco Lafise","","","","","","","","","",""
"12556","Lantana (Santa María)","","","","","","","","","",""
"12558","Residencia Olga Arias","","","","","","","","","",""
"12565","Axede","","","","","","","","","",""
"12592","Cyberfactoring","www.cyberfactoring.net","263-3155 / 223-0034","","","","223-8535","","","",""
"12622","Acciona Infraestructura, S.A.","www.acciona-infraestructuras.com/es/","","","","","","","","",""
"12625","Edificar Panamá","www.s.edificaronline.com","282-0208","","","","282-0209","","","",""
"12628","Elecnor","www.elecnor.com/es","","","","","","","","",""
"12707","Promotora Revell Star Corp","","","","","","","","","",""
"12713","Empresas Bern","","214-2376","website@empresasbern.com","","","","","","",""
"12733","Stoner Pizza","stonerspizzapanama.com","","","","","","","","",""
"12802","Grupo EPM (ENSA)","www.ensa.com.pa","323-7100 / 800-9111","","","","","","","",""
"12831","Sind International","","441-3936 / 4085","","","","441-8239","","","",""
"12855","Restaurante KARIMAR","","6674-2938","nelsonce@cwpanama.net","","","","","","",""
"12894","McDonalds","","6674-6230","manuel@colimapty.com","","","","","","",""
"12984","Jesus Alra Studio","http://www.craw-ds.com/","","","","","","","","",""
"13007","Inversiones Davivienda","","393-0441","desarrollodecountry@cableonda.net","","","","","","",""
"13014","Hotel Isla Iguana","","6590-6078","","","","","","","",""
"13072","Constructora Meco","www.constructorameco.com","314-3100","infopanama@constructorameco.com","","","314-0634","","","",""
"13101","VersaTec, Inc.","www.versatec.biz","214-6221","","","","214-6223","","","",""
"13164","Productos de Prestigio","www.proprestigio.com","217-4050","","","","","","","",""
"13187","Beverly Hill Polo Club (BHPC)","","209-2909","ifernandez@bt.com.pa","","","","","","",""
"13199","Softnet","","","","","","","","","",""
"13246","Interplus Panamá","www.interpluspanama.com","305-0405 / 395-7309","info@interpluspanama.com","","","","","","",""
"13260","I Group","","209-3312 / 3313","","","","","","","",""
"13286","Mallol Arquitectos","http://www.mallolarquitectos.com/","2655444","","","","","","","",""
"13293","Residencia Robert James Boyd","","","","","","","","","",""
"13371","Boulder C.I.","","270-7592","gerencia@boulderci.com","","","","","","",""
"13423","FB Consultancy Service","","306-9600 / 9674","","","","","","","",""
"13472","Cooperativa de Servicios Múltiples San Antonio, R.L.","www.cacsa.com.pa","775-0016","","","","775-7762","","","",""
"13484","Universidad Especializada de las Americas (UDELAS)","www.udelas.ac.pa","501-1001 / 1002","","","","","","","",""
"13518","Premier Universe","","439-1253","jajimenez@premiermundo.com","","","","","","",""
"13536","Grupo González","","","miguel@grupogonzalez.com","","","","","","",""
"13560","Pensanomica","","393-3385","","","","","","","",""
"13593","Instalaciones Técnicas Brown","","224-9344","","intecbrown@hotmail.com","","","","","",""
"13601","Residencia Samuel Urrutia","","6616-1631","","lupita_arias@hotmail.com","6616-1631","","","","",""
"13634","Instituto de Medicina Legal y Ciencias Forenses - IMELCF","www.ministeriopublico.gob.pa","507-2200","","","","507-3457","","","",""
"13742","Govimar","","282-5201","joel.guerra@metrobanksa.com","","","","","","",""
"13801","Xylem Water Solutions Panama","www.xyleminc.com","830-6636 / 6637","info.panama@xyleminc.com","","","","","","",""
"13816","White Group","www.whitegroup.biz","396-4562","vviggiano@whitegroup.biz","","","","","","",""
"13848","Hospital Santa Fe","","227-4733","malfaroadm@gmail.com","","","","","","",""
"13882","Centro Comercial Plaza Paitilla","","6764-0428","plumza@gmail.com","","","","","","",""
"13905","El Machetazo","www.elmachetazo.com","","","","","","","","",""
"13955","Policlinica JJ Vallarino","www.css.gob.pa","503-9400","","","","","","","",""
"13963","AL Duo Design","","","marias@alduodesign.com","","","","","","",""
"13977","Alstom Panamá","www.alstom.com","215-7788","ronaldo.ortega@transport.alstom.com","","","","","","",""
"13987","Fomento de Construcciones y Contratas (FCC)","www.fcc-ca.com","380-1600","","","","264-5957","","","",""
"14094","Josén Premium","www.josenpremium.com","830-2308 / 2309","","","","","","","",""
"14219","Agencia Nuevo Hung Sheng Panama","","507 271 5384","alberto.chong@nhspanama.com","","","","","","",""
"14310","Mensajería Megamall","","6447-6257","","","","","","","",""
"14321","María Bonita","","6447-6257","","","","","","","",""
"14374","FTLAW","","","rbe@ftlaw.com.pa","","","","","","",""
"14393","Air Facility PTY","","","mercadeo@airfacilitypty.com","","","","","","",""
"14455","Residencia Ricardo Lince","","304-1400","rlince@agenco.com","","","","","","",""
"14570","MICRO Ingeniería & Proyectos","","65088670","omendoza201@gmail.com","","","","","","",""
"14602","Chiki Store Megamall","","6781-0122","chikistore@gmail.com","","","","","","",""
"14656","Universidad Latina","","230-8699","srios@ulatina.edu.pa","","","","","","",""
"14665","Clínica de Ortodoncia Megamall","","","decothomson@cwpanama.net","","","","","","",""
"14679","Alcogal","","","","","","","","","",""
"14750","Joyería Veneto Megamall","","6790-2368","construt.jr@gmail.com","","","","","","",""
"14766","Supercentro El Fuerte","","","","","","","","","",""
"14806","Office Design","","310-0270","","","","","","","",""
"14835","Face Corporation","","6613-7880","rsarcia@excelautomotriz.com","","","","","","",""
"14904","Residencia Dr. Cesar Valdes","","503-1233","Cesaraugustovaldesbarsallo@hotmail.com","","","","","","",""
"14918","Multiservicios Internacionales","","6676-8190","rmiguelvelotti@hotmail.com","","","","","","",""
"14997","SerTV","www.sertv.gob.pa","504-2134","administracion@sertv.gob.pa","","","","","","",""
"15000","Ericsson de Panamá","www.ericsson.com","206-5100","","","","","","","",""
"15003","Pan-American Life Insurance Group (PALIG)","www.palig.com","208-8000","","","","208-8001","","","",""
"15037","Limin Arquitectura","","6139-8977","","","","","","","",""
"15058","Procasa","","209-2222","ventas@procasapanama.com","","","","","","",""
"15083","Health Tech Innovation Systems, Inc.","www.healthtechinn.com","396-7355 / 399-9670","","","","396-7255","","","",""
"15114","Edifyca","","","","","","","","","",""
"15157","Penonomé Mall","","269-8358","","","","","","","",""
"15193","Grupo Wong","","","","","","","","","",""
"15304","Mancía Consulting Group","www.mancia-consulting.com","360-3426","comercializacion@manciaconsulting.com","","6233-7475","360-3420","","","",""
"15366","Telefónica","www.telefonica.com.pa/","","","","","","","","",""
"15371","GenesaGroup","","","jmcastillo@gnesagroup.com","","","","","","",""
"15450","VD Diseños de Interiores (Vicky Dahlgren)","www.disenointerior.es","","","","","","","","",""
"15475","Mega Outsourcing","","396-6671","","","","","","","",""
"15669","Grupo Haus","","261-7100","tramites@hauspanama.com","","","","","","",""
"15683","Grupo Corcione NO","","215-0011","atencion.cliente@grupocorcione.com","","","","","","",""
"15701","Emporium Developers","","396-5000","","","","","","","",""
"15783","Avon Panamá","www.avon.com.pa","279-4602","nancy.zambrano@avon.com","","","","","","",""
"15808","OPROYSA","http://oproysa.com/","3945856","","","","","","","",""
"15874","Credichip","","6675-1102","","","","","","","",""
"15885","Betsy Degracias","","395-6807","betsydg@yahoo.com","","","","","","",""
"15922","PH Casco View","","260-6936","Contacto@cascoview.com","","","","","","",""
"15961","Arango Realty","","390-4563","info@arango.com.pa","","","","","","",""
"16028","Dyasa Constructora S.A.","","66704741","","","","","","","",""
"16143","Mueblería Mon Mar","","6676-4605","h18fran@gmail.com","","","","","","",""
"16234","Autoridad Nacional de los Servicios Públicos | ASEP","www.asep.gob.pa","508-4500","atencionalusuario@asep.gob.pa","","","508-4600","","","",""
"16358","Residencia Benjamín Boyd","","","","","","","","","",""
"16359","Residencia Fábrega","","","","","","","","","",""
"16455","PH Villa Azul","","","","","","","","","",""
"16633","Sanofi-Aventis de Panamá","","304-1800","vivian.espano@sanofi.com","","","","","","",""
"16666","Valderrama Squadra Arquitectura","www.vsquadra.com","226-6145 / 1541","","","","","","","",""
"16677","Shenzhen International, Inc.","www.shenzheninternational.com","833-6535 / 290-4959","","","","290-4969","","","",""
"16708","CACMPU, R.L.","","227-8832","","","","","","","",""
"16734","Electromall","","6980-6217","rolando_motta@hotmail.com","","","","","","",""
"16758","Residencia Familia Fabrega","","271-7900","","","","","","","",""
"16834","Construcciones Varmed","construccionesvarmed.com","392-2011","catalina.bernal@constuccionesvarmet.com","","","","","","",""
"16859","Clínica de Ortodoncia","","391-9909","enibenitez@gmail.com","","","","","","",""
"16869","Kernel & Cie Ltd","","","jose-luis.baena@alcacuba.co.cu","","","","","","",""
"16890","Joyería DaOro","","","","","","","","","",""
"16955","Grupo Resende","www.gruporesendecorp.com","830-5974","","","","","","","",""
"17071","Fire Combat","","6553-9205","michaelnx84@gmail.com","","","","","","",""
"17120","MTS Administración","www.mts.com.co","214-8447","gerenciapanama@mts.com.co","","","","","","",""
"17125","Transporte Masivo de Panamá |iBus","www.mibus.com.pa","293-5800","","","800-9393","","","","",""
"17555","Inversiones Giorgio","","","","","","","","","",""
"17593","Riu Hotels & Resorts","","378-9000","tximenis@riu.com","","","","","","",""
"17605","Grupo Paschen Panamá","","394 - 49.35","","","","","","","",""
"17691","Hotel Playa Blanca","www.panamaplayablanca.com","307-3450","","","","","","","",""
"17760","Vertical Panamá","","","","","","","","","",""
"17791","Mixo","","392-2005","","","","","","","",""
"17979","Latin Trade","","","","","","","","","",""
"18232","PH SM  The Heritage","","390-9610","phtheheritage@gmail.com","","","","","","",""
"18272","Royal Caribbean International","","3222345","","","","","","","",""
"18298","Ingeniería y Construcciones JR","","6790-2368","construct.jr@gmail.com","","","","","","",""
"18499","Residencia Olga de Novey","","","","","","","","","",""
"18704","Residencia Ricardo Cardoze","","","","","","","","","",""
"18915","Domavida, S.A.","","304-6185","","","","","","","",""
"19025","Gametime","","","onilka.arquitectura@gmail.com","","","","","","",""
"19099","Pronet","","","","","","","","","",""
"19230","Administración Megamall","","","megamall@megamall.com.pa","","","","","","",""
"19324","Adelantos Capital","","216-9090","ayuda@adelantos.com.pa","","","","","","",""
"19376","Johnny Rockets Panamá","www.johnnyrockets.com","391-6944","","","","","","","",""
"19495","American Rags","","6229-7710","mcubides@yahoo.com","","","","","","",""
"19575","Banco Azteca","","278-7400","jgarridom@bancoazteca.com.mx","","","","","","",""
"19578","SOLITEC","","","","","","","","","",""
"19667","Grupo Amada","","","","","","","","","",""
"19684","Payless Shoesource Megamall","","","natalia@ordonezarq.com","","","","","","",""
"19685","Venmetro","","6324-3038","","","","","","","",""
"19741","Consultorios Médicos Paitilla","www.consultoriospaitilla.com","206-2461","administracion@cmpaitilla.net","","","269-4348","","","",""
"19746","Hospital Nacional","","306-3300","","","","","","","",""
"19749","Club de Yates y Pesca","","395-4970 / 4982","","","","","","","",""
"19967","Los Mandarinos Boutique Hotel y Spa (Ráfagas del Silencio)","","983-6645","pedro_fabrega@yahoo.com","","","","","","",""
"20021","Ecomoda Chorrera","","254-0811","","","","","","","",""
"20055","Radisson Summit Hotel & Golf Panama","www.radissonsummit.com.pa","323-3700","","","","232-4472","","","",""
"20112","Alarmas y Telefonía | ALTELSA","","775-3693","","","","","","","",""
"20158","Tribunal Electoral","","507-8000","si@tribunal-electoral.gob.pa","","","","","","",""
"20233","Crossroads Christian Academy","www.ccapanama.org","317-9774 / 314-6312 / 317-6447","","","","317-6602","","","2088",""
"20299","Web & Teco","www.webyteco.com","6622-5124 / 6495-7998 / 6345-3","","","","","","","",""
"20325","Ventanas Solar","www.energiasolarsa.com","270-0914","","","","","","","",""
"20476","Acciona Infraestructura","www.acciona-infraestructuras.es","+34 91 663 0319","","","","","","","",""
"20521","Grupo Suárez Pinzón (Clínica Carmen Amada Pinzón)","","294-8952","javier@suarezpinzon.com","","","","","","",""
"20635","Outsourcing Marketing Group","www.outsourcingmarketinggroup.com/","302-3000","perfectino.lamas@outsourcingmarketinggroup.com","","","","","","",""
"20884","Limón Arquitectura","","6138-7126","lissa@limonarq.com","","","","","","",""
"20900","Norton Lilly","nortonlilly.com.pa","269-1613","manager@norton-lilly.com","","","","","","",""
"20942","Cardoze y Lindo","www.grupocar12.com","274-9700","","","","267-7222","","","",""
"20964","Ministerio de Obras Públicas - MOP","www.mop.gob.pa","507-9400 / 9500","","","","507-9561","","","",""
"20984","Mercados Nacionales de la Cadena de Frío","www.cadenadefrio.com.pa","524-1916","mercadosnacionales@cadenadefrio.com.pa","","","524-1948","","","",""
"21062","PCG & Asociados","pcgpty.com","391-0628","gerencia@pcgpty.com","","","","","","",""
"21087","Doit Center (Boulevard Penonomé)","","","","","","","","","",""
"21122","The Group","https://thegroup.com.pa","300-2800","info@thegroup.com.pa","","","","","","",""
"21213","Instituto Panameño de Habilitación Especial","www.iphe.gob.pa","501-0508 / 0509 / 0510","atencion@iphe.gob.pa","","","","","","",""
"21241","Panafoto","","","","","","","","","",""
"21242","DDP (Boulevard Penonomé)","","","","","","","","","",""
"21243","Nikos Café","","","","","","","","","",""
"21244","Sport Line América","","","","","","","","","",""
"21254","Tri Point International Security","","203-3498","auilino.stmalo@tripointsworld.com","","","","","","",""
"21288","Regency Real Estate Developers","regency.com.pa","210-1112 Ext. 5464","","","","","","","",""
"21346","Ripard Holding","www.ripardholding.com","306-3000","info@ripardholding.com","","","306-3063","","","",""
"21364","Derby","www.derbyzl.com","441-1022","derby@derbyzl.com","","","441-5949","","","",""
"21440","PSA Panama Internacional Terminal","www.psa.com.pa","378-3867","","","","378-3801","","","",""
"21530","Promotora Casas Pacíficas","www.casaspacificas.com","264-0890","","","","","","","",""
"21556","Residencia Eduardo Navarro","","264-3700 / 300-0764","","","","","","","",""
"21694","Cámara de Comercio, Industrias y Agricultura (CCIAP)","www.panacamara.com","207-3400","","","","","","","",""
"21713","Grupo Primavera Franguipani","","207-3700","lherazo@saks.com.pa","","","","","","",""
"21735","ITCC","","","vcarrasco71@gmail.com","","","","","","",""
"21766","Portones Del Mar Yacht Club & Resort","www.portonesdelmar.com","","","","","","","","",""
"21806","ELMEC Panamá","","","","","","","","","",""
"21815","Banco de Desarrollo de América Latina","www.caf.com","297-5311","","","","297-5301","","","",""
"21850","Megamall","","","","","","","","","",""
"21871","Balboa Academy","http://www.balboaacademy.org/","302-0035","admissions@balboa.edu.pa","","","","","","",""
"21893","Molano","","209-2024","","","","","","","",""
"21919","Mueblería Ancón","www.ancostore.com","223-8669","","","","227-5109","","","",""
"21961","Universidad del Istmo (UDI)","","227-8822","","","","","","","",""
"22009","Universidad del Istmo (UDI)","","","","","","","","","",""
"22055","Universidad Metropolitana de Educación, Ciencias y Tecnología (UMECyT)","umecit.edu.pa/index.php","203-3357","","","","","","","",""
"22077","Telas El Invencible","","6288-7247","oficinainvencible@gmail.com","","","","","","",""
"22109","PriceSmart","www.pricesmart.com","307-5200","","","","","","","",""
"22124","Grupo Shahani","www.gruposhahani.com","340-3777","info@gruposhahani.com","","","","","","",""
"22133","RI Group International","www.ri-group.net","395-3659","info@ri-group.net","","","","","","",""
"22210","Cooperativa de Servicios Múltiples  EDIOACC, R.L.","www.edioaccrl.com","207-6200","","","","","","","",""
"22211","Manhattan PM","www.manhattanpanama.com","270-2179","","","","","","","",""
"22312","Prodeo Management","","6676-4917","rcastejon@prodeopanama.com","","","","","","",""
"22319","Sedería D'ella","","6614-8626","aliciachau@hotmail.com","","","","","","",""
"22415","Residencia Francisco y Katherina Arias","","","francisco.arias@morymor.com","","","","Santa Maria","Panama","","Panama"
"22423","Representaciones DIC (DICSA)","dicsapanama.com","271-0844","info@dicsapanama.com","","","","","","",""
"22429","Agencias Continental (AGENCO)","agenco.com","300-1400","","","","","","","",""
"22466","Patricia Sanclemente","","229-1237 / 229-6764","psanclemente@cosmopolitantowers.com","","","","","","",""
"22473","Cosmopolitan Towers","","229-1237","ventas@cosmopolitantowers.com","","","","","","",""
"22508","Gles System Techonology","","","lguardia@glesystem.com","","","","","","",""
"22542","Constructora Conconcreto","www.conconcreto.com","265-8680","","","","","","","",""
"22548","Si Wireless","www.siwireless.com","200-7472","","","","200-7499","","","",""
"22588","Excel Automotriz","","360-3800 / 236-3738","","","","","","","",""
"22591","Linton Bay Marina","www.lintonbaymarina.com/","","","","","","","","",""
"22613","PH Playa Blanca","","223-9903","","","","","","","",""
"22644","Residencia Aura Rodriguez","","","aura@ripardholding.com","aura@ripardholding.com","","","","","",""
"22728","Ingeniería REC","","","","","","","","","",""
"22742","Control TEC","","","","","","","","","",""
"22798","EPV Marine & Two Oceans Services","","308-9100","","","","","","","",""
"22827","Satrack","","270-3133 EXT: 1213","","","","","","","",""
"22845","Grupo Lefevre","https://grupolefevre.com/","390-8500","","","","","","","",""
"22862","Bladex","www.blx.com","","","","2108500","","","","",""
"22939","Escarh de Panamá","","308-5100","asis.gerencia@escarh-busmen.com","","","","","","",""
"23005","Grupo Lefevre","https://grupolefevre.com/funeraria-alvarado","3902828","","","","","","","",""
"23039","Universidad Americana (UAM)","","","","","","","","","",""
"23043","Hotel Campestre","","","","","","","","","",""
"23072","CBRE","http://www.cbre.com.pa/","210-1675","","","","","","","",""
"23109","Residencia Félix González","","","","","","","","","",""
"23140","Ministerio de la Presidencia","www.presidencia.gob.pa","527-9600","icastillero@csn.gob.pa","","","","","","",""
"23154","Imara Arquitectos","","","","","","","","","",""
"23193","Patronato Sume 9-1-1","www.sume911.pa","206-7500","marquelda.contreras@sume911.pa","","","","","","",""
"23202","Cosco Shipping Lines","www.coscopan.com","223-9903","ggerli@coscopan.com","","","","","","",""
"23238","Boulevard Santiago","","6619-2647","","","","","","","",""
"23249","Central de Trasportistas de Aguadulce","","6554-6906","Sandraescobar1830@gmail.com","","","","","","",""
"23263","Residencia Pedro Fabrega","","66180864","pedro_fabrega@yahoo.com","","","","","","",""
"23276","Metra","","","","","","","","","",""
"23324","Ark View","","6742-0835","megan.ark@yahoo.com","","","","","","",""
"23338","Full Pizza","www.fullpizza.com","314-7275","palbrook1@fullpizza.com","","","","","","",""
"23426","Ideas Development","www.ideaspanama.com","390-0226","info@ideaspanama.com","","","","","","",""
"23465","Columbus University","","","","","","","","","",""
"23524","Contraloría General de la República","www.contraloria.gob.pa","510-4777","adena@contraloria.gob.pa","","","","","","",""
"23830","Canal Securities","www.canalsecurities.com","202-0305","Servicioalcliente@canalsecurities.com","","","","","","",""
"23863","AFTA Insurance Cía. (Arango, Fernández, Tribaldo y Anguizola)","www.afta.com.pa","302-2382","","","","","","","",""
"23902","Caviza 507","","","","","","","","","",""
"23920","Ordoñez Design Construction","www.ordonezarq.com","+57(310) 866-2775","natalia@ordonezarq.com",\N,\N,\N,\N,"",\N,""
"23939","ILEC Technology","","396-8460 / 9521","",\N,\N,\N,\N,"",\N,""
"23956","Conservatorio","www.conservatoriosa.com","228-6650","revive@conservatoriosa.com",\N,\N,\N,\N,"",\N,""
"24015","PH Plaza 2000","","264-3668","canavaggio@yahoo.com",\N,\N,\N,\N,"",\N,""
"24067","Diseño y Remodelaciones FV, S.A.","","394-4182","favs20@hotmail.com",\N,\N,\N,\N,"",\N,""
"24087","PH SM The Heritage","","390-9610","",\N,\N,\N,\N,"",\N,""
"24107","Residencia Rogelio Arango","","","",\N,\N,\N,\N,"",\N,""
"24122","Born to Learn","wwww.borntolearnpty.com","209-2870","borntolearn.pty@gmail.com",\N,\N,\N,\N,"",\N,""
"24299","Cámara de Comercio, Industrias y Agricultura de Panamá","www.panacamara.com","207-3400","info@panacamara.org",\N,\N,\N,\N,"",\N,""
"24339","Residencia Mariela Quijano","","6611-9108","marielaquijano@unesa.com",\N,\N,\N,\N,"",\N,""
"24434","Centro Financiero Empresarial","www.cfe.com.pa","301-0672 / 0671","",\N,\N,\N,\N,"",\N,""
"24568","MyBoxit","myboxit.com","317-1014","hello@myboxit.com",\N,\N,\N,\N,"",\N,""
"24584","MMG (Morgan & Morgan Group)","www.morimor.com","265-7777","",\N,\N,\N,\N,"",\N,""
"24605","Grupo Tova, S.A.","","228-2222","",\N,\N,\N,\N,"",\N,""
"24639","Barbería Calle 12","","6261-4127","dnoris@gmail.com",\N,\N,\N,\N,"",\N,""
"24654","CL Advanced Technologies (CLATSA)","www.clatsa.com","261-3145","ventas@clatsa.com",\N,\N,\N,\N,"",\N,""
"24686","Extraco Construcciones y Proyectos, S.A.","www.estraco.es","263-0146","central@extraco.com.pa",\N,\N,\N,\N,"",\N,""
"24687","Ministerio Público de Colón","www.ministeriopublico.com.pa","433-0399","omar_rodriguez_@hotmail.com",\N,\N,\N,\N,"",\N,""
"24721","PH Administración & Servicios","phadmiservi.com","387-0605","phadmiservi@phadmiservi.com",\N,\N,\N,\N,"",\N,""
"24771","Lycée Français Paul Gauguin de Panamá (Liceo Francés)","http://lfpanama.edu.pa/","316-2270","",\N,\N,\N,\N,"",\N,""
"24876","Global Netcom","","279-0304","mortega@glbnetcom.com",\N,\N,\N,\N,"",\N,""
"24888","Videoconferencia Lifesize E. Renovable","","(504) 2634-1150","dchinchilla@terra-energia.com",\N,\N,\N,\N,"",\N,""
"24905","Brain Solutions","","3997848","dbatista@brainsolutions.com.pa",\N,\N,\N,\N,"",\N,""
"24960","Residencia Héctor Infante","","","",\N,\N,\N,\N,"",\N,""
"24976","TECNASA, Tecnologías asociadas","www.tecnasa.com","207-9777","info@tecnasa.com",\N,\N,\N,\N,"Panamá",\N,"Panamá"
"25010","NetWork Communication Plus","","","Jcattan@netcplus.net",\N,\N,\N,\N,"",\N,""
"25089","UFINET Panamá","www.ufinet.com","376-0100","ventas.pa@ufinet.com",\N,\N,\N,\N,"",\N,""
"25111","Ingelectra","www.ingelectra.com","(506) 2286-4050","",\N,\N,\N,\N,"",\N,""
"25184","ILEC TECHNOLOGY, S.A","","396-8460","ilectechnology@gmail.com",\N,\N,\N,\N,"Panama",\N,"Panama"
"25195","Arias, Fábrega y Fábrega (ARIFA)","www.arifa.com","205-7000","",\N,\N,\N,\N,"",\N,""
"25224","Panama Viejo Business Center","","394-9024","gerenciapanamaviejo@mts.com.pa",\N,\N,\N,\N,"",\N,""
"25276","Atlantis Cool","","2149075","apittau@atlantiscool.com.pa",\N,\N,\N,\N,"",\N,""
"25355","Grupo Calesa","","997-4321","",\N,\N,\N,\N,"",\N,""
"25376","Laboratorio RALY","www.laboratorioraly,com","227-4001","info@laboratorioraly.com",\N,\N,\N,\N,"",\N,""
"25455","Restaurante Maxi Deli","","6915-5756","",\N,\N,\N,\N,"",\N,""
"25569","Grupo Emi","http://grupoemi.com/panama/","2366060","",\N,\N,\N,\N,"",\N,""
"25713","Ingeniería y Construcciones JR, S.A.","","236-0754","",\N,\N,\N,\N,"",\N,""
"25814","Colegio Bilingüe Juan Pablo II","http://www.colegiojuanpablo.com/","2243111","colegiojuanpablo@gmail.com",\N,\N,\N,\N,"",\N,""
"26168","Clatsa CL Advanced Technologies, S.A.","","261-3145","ccordero@clatsa.com",\N,\N,\N,\N,"",\N,""
"26348","Distribuidora del Pacífico (DDP)","","66725708","bogantes@cwpanama.net",\N,\N,\N,\N,"",\N,""
"26366","Estée Lauder","","","",\N,\N,\N,\N,"",\N,"Panamá"
"26436","Edificio El Dorado","","6616-1948","",\N,\N,\N,\N,"",\N,""
"26451","Liceo Francés, Colegio Francés Paul Gaudin","","3162270 / 3162272","",\N,\N,\N,\N,"",\N,""
"26465","Knightbrigde School International","","202-0877.","",\N,\N,\N,\N,"",\N,""
"26477","Ingeniería PANADOX","","","ingpanadox@cableonda.net",\N,\N,\N,\N,"",\N,""
"26505","Policía Nacional","www.policia.gob.pa","511-7000","",\N,\N,\N,\N,"",\N,""
"26517","Hombres de Blanco","","396-0948","",\N,\N,\N,\N,"",\N,""
"26528","Lumicentro Penonomé","","6090-4993","",\N,\N,\N,\N,"",\N,""
"26538","Grupo Terra","","399-2015","",\N,\N,\N,\N,"",\N,""
"26592","Academia Integral San Lucas","","343-2036 / 2027","",\N,\N,\N,\N,"",\N,""
"26608","Empresa Panameña de Alimentos","http://www.bonlac.com.pa/","217-2233","",\N,\N,\N,\N,"",\N,""
"26663","Centro Internacional de Capacitación y Consultores (CICAP)","www.cicap.net","474-4423 / 6797-6639","omarrugo@itsolutions507.com",\N,\N,\N,\N,"",\N,""
"26854","Alianza de Seguros","www.alianza.com.pa","305-5300","",\N,\N,\N,\N,"",\N,""
"26892","Distribuidora del Pacífico, S.A.","","230-0699","",\N,\N,\N,\N,"",\N,""
"26911","BANISI","","","",\N,\N,\N,\N,"",\N,""
"26956","SOFRATESA","www.sofratesa.com","264-6991/ 306-5305 / 308-5306","",\N,\N,\N,\N,"",\N,""
"27029","Lumicentro Panamá","","300-2400","leydi.miranda@lumicentro.com",\N,\N,\N,\N,"",\N,""
"27047","Corporación el Sol","www.corporacionelsol.com","","",\N,\N,\N,\N,"",\N,""
"27049","Econoprecios Furniture","www.econoprecios.com.pa","","",\N,\N,\N,\N,"",\N,""
"27058","Colegio San Agustín de Panamá","www.colegiosanagustinpanama.com","271-4590 | 4591|4592","",\N,\N,\N,\N,"",\N,""
"27060","Asociación de Religiosos de San Agustín","www.colegiosanagustinpanama.com","231-3015","",\N,\N,\N,\N,"",\N,""
"27072","CONSORTIUM - Consorcio Interdisciplinario para el Desarrollo Empresarial","","236-3727","consortium@cwpanama.net",\N,\N,\N,\N,"",\N,""
"27082","AGA Panamá","","203-4496 / 203-4498","",\N,\N,\N,\N,"",\N,""
"27190","Mueblería Panamá","","2607033","",\N,\N,\N,\N,"",\N,""
"27205","PH Vintage","","386-6440 | 5440","phvintagesantamaria@gmail.com",\N,\N,\N,\N,"",\N,""
"27208","Oscar Iturralde","","","",\N,\N,\N,\N,"",\N,""
"27211","Víctor Barrios","","","",\N,\N,\N,\N,"",\N,""
"27218","Forza Creativa","forzacreativa.net","214-7586","info@forzacreativa.net",\N,\N,\N,\N,"",\N,""
"27221","Maxia Latam","www.maxialatam.com","302-0112","info@maxialatam.com",\N,\N,\N,\N,"",\N,""
"27224","Tr4zos Conceptos Arquitectónicos (Trazos)","","2367789","",\N,\N,\N,\N,"",\N,""
